tipolista,dataimportazione,dataaggiornamento,nomefile,lunghezzafile,errore,md5file,aggiornamenti,numerosoggetti
sdn,2026-08-09 05:00:30.668+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-09 05:01:22.837+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-09 05:02:07.881+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-09 05:02:14.131+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-09 05:02:34.62+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-09 05:02:48.504+00,2026-08-09 05:02:53.293+00,ca.xml,1850424,f,,N,-1
us,2026-08-09 05:03:07.903+00,2026-08-09 05:03:07.904+00,cuba.xml,262316,f,,N,-1
au,2026-08-09 19:00:07.148+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-09 19:00:30.647+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-09 19:01:17.983+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-09 19:01:39.821+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-09 19:01:46.059+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-09 19:02:07.727+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-09 19:02:20.394+00,2026-08-09 19:02:25.014+00,ca.xml,1850424,f,,N,-1
us,2026-08-09 19:02:36.413+00,2026-08-09 19:02:36.414+00,cuba.xml,262316,f,,N,-1
au,2026-08-10 05:00:07.686+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-10 05:00:34.393+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-10 05:01:25.797+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-10 05:02:02.1+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-10 05:02:08.566+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-10 05:02:29.876+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-10 05:02:43.176+00,2026-08-10 05:02:47.664+00,ca.xml,1850424,f,,N,-1
us,2026-08-10 05:03:00.979+00,2026-08-10 05:03:00.98+00,cuba.xml,262316,f,,N,-1
au,2026-08-10 19:00:09.354+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-10 19:00:36.114+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-10 19:01:27.159+00,2026-07-29 22:00:00+00,ch.xml,39920777,f,,N,-1
nsdn,2026-08-10 19:01:47.139+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-10 19:01:53.383+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-10 19:02:17.037+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-10 19:02:30.169+00,2026-08-10 19:02:34.748+00,ca.xml,1850692,f,,N,-1
us,2026-08-10 19:02:47.092+00,2026-08-10 19:02:47.093+00,cuba.xml,262316,f,,N,-1
au,2026-08-11 05:00:07.153+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-11 05:00:28.851+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-11 05:01:17.908+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-11 05:01:50.062+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-11 05:01:55.948+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-11 05:02:17.978+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-11 05:02:30.407+00,2026-08-11 05:02:34.983+00,ca.xml,1850692,f,,N,-1
us,2026-08-11 05:02:47.571+00,2026-08-11 05:02:47.571+00,cuba.xml,262316,f,,N,-1
au,2026-08-11 19:00:02.356+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-11 19:00:26.189+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-11 19:01:15.798+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-11 19:01:38.301+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-11 19:01:44.63+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-11 19:02:05.361+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-11 19:02:17.369+00,2026-08-11 19:02:22.065+00,ca.xml,1850692,f,,N,-1
us,2026-08-11 19:02:33.335+00,2026-08-11 19:02:33.336+00,cuba.xml,262316,f,,N,-1
au,2026-08-12 05:00:04.243+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-12 05:00:28.827+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-12 05:01:21.365+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-12 05:01:57.373+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-12 05:02:03.698+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-12 05:02:37.044+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-12 05:02:49.639+00,2026-08-12 05:02:54.26+00,ca.xml,1850692,f,,N,-1
us,2026-08-12 05:03:12.417+00,2026-08-12 05:03:12.418+00,cuba.xml,262316,f,,N,-1
au,2026-08-12 19:00:04.654+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-12 19:00:29.469+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-12 19:01:20.743+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-12 19:01:43.213+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-12 19:01:50.589+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-12 19:02:11.106+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-12 19:02:23.278+00,2026-08-12 19:02:27.853+00,ca.xml,1850692,f,,N,-1
us,2026-08-12 19:02:38.673+00,2026-08-12 19:02:38.673+00,cuba.xml,262316,f,,N,-1
au,2026-08-13 05:00:01.75+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-13 05:00:24.648+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-13 05:01:14.206+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-13 05:01:54.478+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-13 05:02:00.735+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-13 05:02:21.652+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-13 05:02:34.593+00,2026-08-13 05:02:40.733+00,ca.xml,1850692,f,,N,-1
us,2026-08-13 05:02:53.238+00,2026-08-13 05:02:53.238+00,cuba.xml,262316,f,,N,-1
au,2026-08-13 19:00:08.414+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-13 19:00:31.776+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-13 19:01:23.842+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-13 19:01:45.942+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-13 19:01:52.133+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-13 19:02:12.708+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-13 19:02:25.127+00,2026-08-13 19:02:29.693+00,ca.xml,1850692,f,,N,-1
us,2026-08-13 19:02:41.305+00,2026-08-13 19:02:41.305+00,cuba.xml,262316,f,,N,-1
au,2026-08-14 05:00:08.968+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-14 05:00:32.808+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-14 05:01:27.306+00,2026-08-10 22:00:00+00,ch.xml,40102192,f,,N,-1
nsdn,2026-08-14 05:01:50.412+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-14 05:01:56.806+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-14 05:02:18.668+00,2026-08-05 22:00:00+00,uk.xml,21756051,f,,N,-1
ca,2026-08-14 05:02:31.785+00,2026-08-14 05:02:36.26+00,ca.xml,1850692,f,,N,-1
us,2026-08-14 05:02:49.216+00,2026-08-14 05:02:49.217+00,cuba.xml,262316,f,,N,-1
au,2026-08-14 19:00:05.407+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-14 19:00:27.355+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-14 19:01:14.557+00,2026-08-12 22:00:00+00,ch.xml,40121793,f,,N,-1
nsdn,2026-08-14 19:01:38.607+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-14 19:01:44.901+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-14 19:02:03.471+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-14 19:02:16.203+00,2026-08-14 19:02:20.756+00,ca.xml,1852010,f,,N,-1
us,2026-08-14 19:02:31.967+00,2026-08-14 19:02:31.968+00,cuba.xml,262316,f,,N,-1
au,2026-08-15 05:00:06.872+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-15 05:00:27.408+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-15 05:01:15.553+00,2026-08-12 22:00:00+00,ch.xml,40121793,f,,N,-1
nsdn,2026-08-15 05:01:56.239+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-15 05:02:02.074+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-15 05:02:22.559+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-15 05:02:34.701+00,2026-08-15 05:02:39.203+00,ca.xml,1852010,f,,N,-1
us,2026-08-15 05:02:51.067+00,2026-08-15 05:02:51.068+00,cuba.xml,262316,f,,N,-1
au,2026-08-15 19:00:08.349+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-15 19:00:31.222+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-15 19:01:21.202+00,2026-08-12 22:00:00+00,ch.xml,40121793,f,,N,-1
nsdn,2026-08-15 19:01:40.636+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-15 19:01:46.748+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-15 19:02:07.209+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-15 19:02:19.885+00,2026-08-15 19:02:24.513+00,ca.xml,1852010,f,,N,-1
us,2026-08-15 19:02:36.001+00,2026-08-15 19:02:36.002+00,cuba.xml,262316,f,,N,-1
au,2026-08-16 05:00:09.392+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-16 05:00:32.504+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-16 05:01:28.162+00,2026-08-12 22:00:00+00,ch.xml,40121793,f,,N,-1
nsdn,2026-08-16 05:02:01.791+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-16 05:02:08.426+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-16 05:02:31.896+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-16 05:02:46.39+00,2026-08-16 05:02:50.952+00,ca.xml,1852010,f,,N,-1
us,2026-08-16 05:03:03.516+00,2026-08-16 05:03:03.517+00,cuba.xml,262316,f,,N,-1
au,2026-08-16 19:00:06.037+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-16 19:00:29.345+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-16 19:01:16.59+00,2026-08-12 22:00:00+00,ch.xml,40121793,f,,N,-1
nsdn,2026-08-16 19:01:36.578+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-16 19:01:42.699+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-16 19:02:00.795+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-16 19:02:13.711+00,2026-08-16 19:02:18.304+00,ca.xml,1852010,f,,N,-1
us,2026-08-16 19:02:29.464+00,2026-08-16 19:02:29.464+00,cuba.xml,262316,f,,N,-1
au,2026-08-17 05:00:06.483+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-17 05:00:32.811+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-17 05:01:28.461+00,2026-08-16 22:00:00+00,ch.xml,42169636,f,,N,-1
nsdn,2026-08-17 05:02:06.919+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-17 05:02:13.5+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-17 05:02:33.394+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-17 05:02:46.875+00,2026-08-17 05:02:51.638+00,ca.xml,1852010,f,,N,-1
us,2026-08-17 05:03:04.434+00,2026-08-17 05:03:04.435+00,cuba.xml,262316,f,,N,-1
au,2026-08-17 19:00:09.797+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-17 19:00:36.006+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-17 19:01:27.065+00,2026-08-16 22:00:00+00,ch.xml,42194880,f,,N,-1
nsdn,2026-08-17 19:01:48.007+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-17 19:01:54.256+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-17 19:02:16.335+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-17 19:02:29.513+00,2026-08-17 19:02:34.191+00,ca.xml,1852010,f,,N,-1
us,2026-08-17 19:02:46.601+00,2026-08-17 19:02:46.601+00,cuba.xml,262316,f,,N,-1
au,2026-08-18 05:00:08.541+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-18 05:00:32.483+00,2026-08-06 22:00:00+00,ofac_sdn.xml,28809039,f,,N,-1
ch,2026-08-18 05:01:22.369+00,2026-08-17 22:00:00+00,ch.xml,42210300,f,,N,-1
nsdn,2026-08-18 05:02:23.646+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-18 05:02:30.051+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-18 05:02:50.066+00,2026-08-13 22:00:00+00,uk.xml,21758989,f,,N,-1
ca,2026-08-18 05:03:02.762+00,2026-08-18 05:03:07.319+00,ca.xml,1852010,f,,N,-1
us,2026-08-18 05:03:19.765+00,2026-08-18 05:03:19.766+00,cuba.xml,262316,f,,N,-1
au,2026-08-18 19:00:03.942+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-18 19:00:29.574+00,2026-08-17 22:00:00+00,ofac_sdn.xml,28812494,f,,N,-1
ch,2026-08-18 19:01:23.966+00,2026-08-17 22:00:00+00,ch.xml,42210300,f,,N,-1
nsdn,2026-08-18 19:01:46.31+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-18 19:01:52.729+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-18 19:02:13.893+00,2026-08-17 22:00:00+00,uk.xml,21759949,f,,N,-1
ca,2026-08-18 19:02:26.109+00,2026-08-18 19:02:30.691+00,ca.xml,1852010,f,,N,-1
us,2026-08-18 19:02:42.511+00,2026-08-18 19:02:42.513+00,cuba.xml,262316,f,,N,-1
au,2026-08-19 05:00:06.36+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-19 05:00:30.157+00,2026-08-17 22:00:00+00,ofac_sdn.xml,28812494,f,,N,-1
ch,2026-08-19 05:01:19.624+00,2026-08-17 22:00:00+00,ch.xml,42210300,f,,N,-1
nsdn,2026-08-19 05:02:22.449+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-19 05:02:28.706+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-19 05:02:47.494+00,2026-08-17 22:00:00+00,uk.xml,21759949,f,,N,-1
ca,2026-08-19 05:02:59.388+00,2026-08-19 05:03:03.928+00,ca.xml,1852010,f,,N,-1
us,2026-08-19 05:03:15.473+00,2026-08-19 05:03:15.473+00,cuba.xml,262316,f,,N,-1
au,2026-08-19 19:00:09.656+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-19 19:00:34.34+00,2026-08-17 22:00:00+00,ofac_sdn.xml,28812494,f,,N,-1
ch,2026-08-19 19:01:27.342+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-19 19:01:49.282+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-19 19:01:55.449+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-19 19:02:18.207+00,2026-08-17 22:00:00+00,uk.xml,21759949,f,,N,-1
ca,2026-08-19 19:02:30.447+00,2026-08-19 19:02:35.121+00,ca.xml,1852010,f,,N,-1
us,2026-08-19 19:02:47.74+00,2026-08-19 19:02:47.74+00,cuba.xml,262316,f,,N,-1
au,2026-08-20 05:00:00.322+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-20 05:00:24.689+00,2026-08-17 22:00:00+00,ofac_sdn.xml,28812494,f,,N,-1
ch,2026-08-20 05:01:13.861+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-20 05:02:18.499+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-20 05:02:24.618+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-20 05:02:44.742+00,2026-08-17 22:00:00+00,uk.xml,21759949,f,,N,-1
ca,2026-08-20 05:02:57.196+00,2026-08-20 05:03:01.675+00,ca.xml,1852010,f,,N,-1
us,2026-08-20 05:03:13.624+00,2026-08-20 05:03:13.624+00,cuba.xml,262316,f,,N,-1
au,2026-08-20 19:00:02.744+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-20 19:00:27.646+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-20 19:01:30.044+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-20 19:01:50.908+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-20 19:01:58.582+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-20 19:02:20.127+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-20 19:02:32.418+00,2026-08-20 19:02:37.101+00,ca.xml,1852010,f,,N,-1
us,2026-08-20 19:02:49.678+00,2026-08-20 19:02:49.679+00,cuba.xml,262316,f,,N,-1
au,2026-08-21 05:00:04.33+00,2026-07-20 22:00:00+00,au.xlsx,1299680,f,,N,-1
sdn,2026-08-21 05:00:29.168+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-21 05:01:21.652+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-21 05:02:05.805+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
eu,2026-08-21 05:02:12.197+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-21 05:02:35.305+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-21 05:02:48.7+00,2026-08-21 05:02:53.246+00,ca.xml,1852010,f,,N,-1
us,2026-08-21 05:03:06.089+00,2026-08-21 05:03:06.09+00,cuba.xml,262316,f,,N,-1
au,2026-08-21 19:00:04.906+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-21 19:00:27.427+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-21 19:01:14.986+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-21 19:01:47.232+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-21 19:01:50.695+00,2026-08-20 21:00:03.545+00,onu.xml,2176185,f,,N,-1
eu,2026-08-21 19:01:58.528+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-21 19:02:19.032+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-21 19:02:31.175+00,2026-08-21 19:02:35.673+00,ca.xml,1852010,f,,N,-1
us,2026-08-21 19:02:47.086+00,2026-08-21 19:02:47.087+00,cuba.xml,262316,f,,N,-1
au,2026-08-22 05:00:05.559+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-22 05:00:25.803+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-22 05:01:11.844+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-22 05:01:51.582+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-22 05:01:55.108+00,2026-08-21 21:00:02.214+00,onu.xml,2176185,f,,N,-1
eu,2026-08-22 05:01:59.098+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-22 05:02:19.378+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-22 05:02:31.293+00,2026-08-22 05:02:35.913+00,ca.xml,1852010,f,,N,-1
us,2026-08-22 05:02:47.503+00,2026-08-22 05:02:47.504+00,cuba.xml,262316,f,,N,-1
au,2026-08-22 19:00:08.233+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-22 19:00:31.678+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-22 19:01:19.714+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-22 19:01:40.798+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-22 19:01:44.451+00,2026-08-21 21:00:02.214+00,onu.xml,2176185,f,,N,-1
eu,2026-08-22 19:01:48.387+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-22 19:02:08.883+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-22 19:02:21.239+00,2026-08-22 19:02:25.813+00,ca.xml,1852010,f,,N,-1
us,2026-08-22 19:02:37.808+00,2026-08-22 19:02:37.809+00,cuba.xml,262316,f,,N,-1
au,2026-08-23 05:00:09.637+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-23 05:00:33.338+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-23 05:01:25.579+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-23 05:02:07.74+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-23 05:02:11.366+00,2026-08-22 21:00:03.221+00,onu.xml,2176185,f,,N,-1
eu,2026-08-23 05:02:16.205+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-23 05:02:37.435+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-23 05:02:51.107+00,2026-08-23 05:02:55.761+00,ca.xml,1852010,f,,N,-1
us,2026-08-23 05:03:08.702+00,2026-08-23 05:03:08.703+00,cuba.xml,262316,f,,N,-1
au,2026-08-23 19:00:02.734+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-23 19:00:24.989+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-23 19:01:11.897+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-23 19:01:32.623+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-23 19:01:36.209+00,2026-08-22 21:00:03.221+00,onu.xml,2176185,f,,N,-1
eu,2026-08-23 19:01:40.048+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-23 19:01:58.733+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-23 19:02:11.789+00,2026-08-23 19:02:16.375+00,ca.xml,1852010,f,,N,-1
us,2026-08-23 19:02:27.405+00,2026-08-23 19:02:27.406+00,cuba.xml,262316,f,,N,-1
au,2026-08-24 05:00:03.481+00,2026-08-20 22:00:00+00,au.xlsx,1339717,f,,N,-1
sdn,2026-08-24 05:00:30.072+00,2026-08-19 22:00:00+00,ofac_sdn.xml,28875846,f,,N,-1
ch,2026-08-24 05:01:20.418+00,2026-08-17 22:00:00+00,ch.xml,42288334,f,,N,-1
nsdn,2026-08-24 05:02:25.935+00,2026-07-26 22:00:00+00,ofac_non_sdn.xml,1062621,f,,N,-1
aq,2026-08-24 05:02:29.596+00,2026-08-22 21:00:03.221+00,onu.xml,2176185,f,,N,-1
eu,2026-08-24 05:02:33.608+00,2026-08-04 22:00:00+00,euea.xml,25766640,f,,N,-1
uk,2026-08-24 05:02:53.373+00,2026-08-19 22:00:00+00,uk.xml,21761414,f,,N,-1
ca,2026-08-24 05:03:05.788+00,2026-08-24 05:03:10.357+00,ca.xml,1852010,f,,N,-1
